,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,beta_2019,beta_2020,beta_2021,beta_2022,average_beta_201923,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Green & Renewable Energy,18,1.2041628697104168,1.4305277932448301,0.1538781620651668,7.825430545501697,9.296496488169694,2209.946000000001,407.41700000000003,5.424285191830485,155.484,0.018600000000105865,0.6222223210869586,1.7375867271130236,0.17791576151384964,0.08783042168034108,0.17799035428272197,-0.0901599326023809,6488.754000000001,-585.0256233134295,0.06280103442734887,0.15166030248446113,-0.08885926805711226,17687.22441016019,-1571.6738150487238,0.7768646377520565,0.504338186409717,0.0857,0.11695534708730983,0.059989999999999995,0.2231353622479435,231.61399999999998,0,485.36,485.36,0.07480018505864146,4236.990999999999,5612.065,1375.0740000000005,0.11172189683334627,-3.0879999999999797,1.96,-1.968,8.748449493549578e-05,0,0,1.916191431473094,0.12033880405733269,0.5935954799880683,0.052135741314896504,1.1139999999999999,0.49370111111111115,0.1275,0.136,0.08783042168034108,0.08782504809254926,0.6794017864292894,0.18110572015827958,0.40131325560022824,0.40489494844980795,0.3575403192199622,0.3997260352836828,0.3529759380872455,0.39973194598255624,0.3529818487861189,0.4782880328050142,0.5504973884879922,0.47834904647080423,0.3205982135707106,6.101366579001892e-05,0.07220935568297808,-0.003581692849579705,0.003440598747440285,32.93006702149606,32.93385260791428,43.72871043713479,48.81238298018584,36.5521479706582,36.556810810594015,43.74167200746714,48.82685139530174,0.38888888888888884,161.43979438274718,71.06643981111299,167.68773349937734,86.24852558741992,70.2043910465044,5.162087576948852,5.698513743030903,2.837765508598781,13.732703261307545,17.48468512822409,659.311,64.74699999999999,127.957,1.9762614484068763,0.09820403421147225,0.05473307044994222,0.19407684689016258,0.1995122780264723,0.2872255363477611,1.1910565031819775,0.0108842141359093,0.4512763980180536,0.504338186409717,1.248114380400543,0.9,0.6,0.75,0.8,0.8508325739420833,0.1742418770429799,0.3768912647497358,0.03333475274847498,0.06425438122609503,0.19461802267420333
Healthcare Products,13,0.7561925461489477,0.7531478996922641,0.1344097771380482,5.626023361174726,5.603371389558431,28.855000000000004,8.559000000000001,3.37130505900222,0,-0.061599999999998545,0.09393522988932634,1.078518650966914,1.0103972299070223,0.1033671951949632,0.1120812906400573,-0.008714095445094105,207.11599999999999,-1.8048285922061107,0.09898776574272754,0.11071877701501989,-0.011731011272292355,213.1914,-2.500950716555788,0.975114493026388,0.39957605757773274,0.0819,0.17585217236228667,0.05733,0.024885506973612026,3.71,0,1.398,1.398,0.006749840668997083,5.144,2.785,-2.359,-0.07527842486517536,0.4820000000000002,3.51,-0.3400000000000003,0.012295943389616757,0,0,1.3246637864868804,0.13112550858463776,0.8267083936662151,0.08545452789741012,0.0009999999999999966,-0.1472,0.207,0.23800000000000002,0.1033671951949632,0.09968321625160399,0.5051576543118177,0.09938813785931813,0.11987019980687816,0.11922027037064552,0.09825512683634835,0.11922027037064552,0.09825512683634835,0.11893430141870316,0.097969157884406,0.20085604991458075,0.3544436604025849,0.21113421971328833,0.4948423456881823,0.01027816979870757,0.15358761048800418,0.0006499294362326378,0.0022747530268142323,31.653474385135855,33.6540679417642,45.90561115221368,62.83694078708518,27.09245822339489,28.478828641427437,47.97963474942563,65.67592483931558,0.23076923076923073,34.72310724169626,32.45079634792181,43.28,41.433054393305454,52.971668033160256,2.225700337527742,5.837072883192943,5.648365723045271,5.7003918146029875,5.720145027111342,29.723999999999997,7.566,8.822999999999997,1.1661379857256142,0.25454178441663305,0.25605476812990235,0.296830843762616,0.3035296546029998,0.02552060004397716,0.7399294885162467,0.02150650348978398,0.3795851782527651,0.39957605757773274,1.4599914435968455,0.73,0.75,0.49,0.57,0.6592385092297894,0.13249757656433392,0.22334360840823,0.23603115947411427,0.10767009581816836,0.3543368862809182
Healthcare Support Services,30,0.5414724029001589,0.5397170786465358,0.10101868588373816,5.360121230673466,5.342744997372993,58.57,48.62200000000001,1.2045987413105177,139.298,0.11639999999999873,0.2115381020227227,1.598799920268565,2.2587325328416026,0.16883838207355464,0.09131447175230795,0.0775239103212467,543.7329999999996,42.1523083307024,0.3364032651374081,0.09008467648019668,0.2463185886572114,312.5992076236301,76.99899563721516,0.9638130237517154,0.3879064910190096,0.0819,0.16628546800860994,0.05733,0.0361869762482846,27.4557,0,10.412,10.412,0.019149104431770755,94.88100000000003,120.14500000000001,25.26399999999998,0.15226707007636248,60.13500000000012,140.61900000000003,102.31600000000003,0.16750806455455547,0.023,0.0001635625342236824,1.667038978369614,0.5607973554348672,0.7009280742459398,0.11834356200561687,0.2099285714285714,0.12534166666666663,0.08398,0.08833333333333333,0.16883838207355464,0.1679485188386045,0.6006276926911758,0.13001821328521782,0.18403349205045336,0.17801291075490247,0.1484119505784486,0.17844198300368233,0.1487696743475306,0.17860683731156332,0.1489345286554116,0.28484671665170147,0.4745863771424687,0.28656748971076856,0.3993723073088242,0.001720773059067128,0.18973966049076732,0.006020581295550917,0.02872487175637818,27.404066084605656,27.6097959604285,35.46560693622903,47.83105408906494,22.144333062946973,22.278108070760464,35.56251634480512,47.96175195563965,0.2666666666666667,129.1073682275269,150.5816156718298,37.36152180342591,33.35459237255078,48.04818638272085,5.439417326345756,7.627156614188628,9.32800439456952,6.2973694124445165,6.34584593716789,124.90299999999999,31.945000000000004,38.60399999999999,1.2084520269212706,0.2557584685716116,0.2566164396793201,0.30907183974764413,0.31073118902733504,0.03754563940983495,0.5258955201497819,0.028767639249842145,0.4304372476837764,0.3879064910190096,1.0033316494666873,0.72,0.63,0.8,1,0.7382944805800318,0.1114588858229455,0.10753769413577538,0.054288619670914556,0.09804724123963646,0.044182087531405866
Heathcare Information and Technology,14,1.484495175598807,1.4686421203333793,0.18782190614867725,7.9037382062542845,7.819333486961964,245.562,130.38100000000003,1.883418596267861,0,-5.958599999999933,0.052776095978677454,0.27452649041740573,0.8419131155581171,0.1160644534736752,0.1816988783084378,-0.06563442483476262,2800.7799999999993,-183.82758438870638,0.16053382318406825,0.1776418307452295,-0.017108007561161237,2458.1432,-42.05393245201708,0.9673789165071768,0.336119416170059,0.0819,0.1729612739834878,0.05733,0.03262108349282322,101.934,0,37.285999999999994,37.285999999999994,0.013312720027992204,89.03799999999998,131.765,42.727000000000004,0.08527083823946165,10.103999999999992,447.606,-108.94600000000003,0.11643549830395605,10.9,0.024351773658083227,0.4293508007853463,0.0689253255372129,0.6864254270605498,0.0796695920422168,0.2785,0.038285714285714284,0.111675,0.1436,0.1160644534736752,0.11111878725259709,0.6165196857470466,0.15707380808226742,0.23598736532654796,0.23403572672807477,0.19355660927553556,0.23403572672807477,0.19355660927553556,0.2311565403569774,0.1906774229044382,0.3281956451255181,0.5162105836892493,0.3385414074508237,0.38348031425295337,0.010345762325305636,0.18801493856373122,0.0019516385984731897,0.004079161438056615,22.389910074871047,23.151360838661002,30.093131577154402,36.635029101683564,21.18956904254196,21.857531120484683,30.651501919078683,37.31478267513494,0.3571428571428571,68.09778094480399,71.96553536747781,35.30635543575494,42.66510470054181,32.45778265187324,2.260291271021813,5.306061525826207,6.158923437744896,7.18001993676865,7.173546526938558,536.018,91.90599999999999,97.14899999999999,1.0570474180140579,0.1714606599032122,0.1729247976002323,0.1812420478416769,0.19584596651936917,0.03372110238933575,1.4347745936487466,0.0334932593701454,0.3625302086711927,0.336119416170059,0.9007986556618077,0.77,0.67,1.24,1.46,1.1248990351197614,0.20073284703435146,0.20185374258954755,0.25877355532115065,0.08760194883604737,0.32895813230263893
Homebuilding,1,-1.05268077119791,-1.066437832556873,0.161245154965971,-6.528449003134802,-6.613766675854124,0,0,,0,0,0,0,0.39187227866473157,0.022818791946308727,-0.06496440110778375,0.08778319305409248,2.98,0.2615939153011956,0.019351717464925013,,,3.445,,0.9712737127371274,,,0.33333333333333337,,0.02872628726287263,0,0,0.025,0.025,0.008389261744966443,0.313,0,-0.313,-1.181132075471698,0,0,0,0,0,,-4.545,-0.08795355587808418,1,0.022818791946308727,0,0,,,0.022818791946308727,0.022818791946308727,0.09555555555555555,0.05037037037037037,0.07407407407407407,0.07407407407407407,0.04938271604938271,0.07407407407407407,0.04938271604938271,0.07407407407407407,0.04938271604938271,0.09925925925925926,0.09925925925925926,0.09925925925925926,0.9044444444444445,0,0,0,0,91.56,91.56,91.56,137.34,68.32835820895522,68.32835820895522,91.56,137.34,0,96.34408602150539,131.76470588235296,,96.34408602150539,131.76470588235296,,3.2114695340501793,3.0663094440723375,6.637037037037037,6.782222222222222,0.102,0.034,0.018,0.5294117647058822,0.33333333333333337,0.33333333333333337,0.17647058823529413,0.17647058823529413,0.029575892857142856,-1.04480706136456,0.007479674796747967,0.49339207048458156,,0.41063705789624516,-0.13,0.16,0.91,,,,1.8962962962962961,0.2577777777777777,0.019259259259259257,2.216296296296296
Hospitals/Healthcare Facilities,24,0.8022543999852315,0.8181967763090794,0.1333735219152985,6.015094963861861,6.1346267576910165,359.2559999999999,253.76999999999998,1.4156756117744411,37.39,-0.227800000000002,0.028952690929321033,0.2760445739991706,1.5637777259650962,0.14029409701842394,0.11841054633487343,0.02188355068355051,3250.764,71.13825875426139,0.16937347750385306,0.11497948622398074,0.05439399127987232,3150.6658,171.37728805099198,0.9438272851706019,0.2910023965438242,0.0819,0.182339301907647,0.05733,0.05617271482939812,12.474,12.126999999999999,65.324,53.197,0.01636446078521849,358.2390000000001,197.80899999999997,-160.43000000000012,-0.118741691856317,78.69800000000006,1000.9219999999998,-59.08900000000017,0.14844241957753637,0,0,0.36507853871185425,0.0618346216636518,0.9726485156655988,0.13645684522161555,0.20134999999999997,0.023833333333333324,0.18383333333333332,0.277,0.14029409701842394,0.1399938048772188,0.4478176215221572,0.09256514336177353,0.133705680664737,0.13252036101102083,0.10835669089572193,0.13252036101102083,0.10835669089572193,0.13247412542589812,0.10831045531059924,0.17765607503722894,0.23106893303573145,0.17799299808948388,0.5521823784778428,0.0003369230522549386,0.05341285799850252,0.0011853196537161697,0.007849495254763552,27.517924093621144,27.571447988507767,36.039242173620046,45.53533554068257,26.853188454218607,26.904115270061386,36.067510567910304,45.571052463169515,0.25,43.58864616255536,114.03463358357249,39.87865453665746,48.60838545424957,47.856710882096756,1.7276790932164892,5.860523003883998,6.320280351944506,4.607571716405777,4.7796795212282825,589.8330000000001,122.892,153.30100000000002,1.2474449109787458,0.20835049920909812,0.1949155007417319,0.25990576993827064,0.2623027395314856,0.059515883585887865,0.785473088867269,0.020917692839417808,0.2983475025541335,0.2910023965438242,1.603616266019285,0.39,0.27,0.73,0.86,0.6104508799970463,0.13684182909111753,0.11759954097278615,0.028885874622813622,0.12537434485211,-0.0022904678582511533
Hotel/Gaming,57,0.9055915608678586,0.9527390364785245,0.16597074797142514,5.456332347334921,5.740403342898447,148.63600000000005,218.17899999999997,0.6812571329046336,2.832,-0.28880000000003747,-0.02419939494108331,-0.28817138514468504,0.5459096904603061,0.036475203306100955,0.13150150824936044,-0.09502630494325948,3202.806,-304.3508196301011,0.05228971875083794,0.12280523546621175,-0.07051551671537382,5071.637394209827,-357.629131445718,0.8827545375791428,0.3692870313814206,0.0819,0.14277104845290695,0.05733,0.1172454624208572,17.980000000000004,1.54,499.26000000000005,497.72,0.1554012325442128,766.719,307.9360000000002,-458.78299999999984,-0.2160069531579945,85.77600000000007,345.637,-29.587999999999965,0.04406661761550409,0.628,0.001816935108220474,-0.3233628077049585,-0.016908550269373573,0.8460919510712788,0.030861375930980515,0.2041666666666667,-0.05489647058823529,0.4268125,,0.036475203306100955,0.03607115713327311,0.5053722817135826,0.04219484110702087,0.12753877693725763,0.11178925803711257,0.09582898846138144,0.11185911184272604,0.09588886916592905,0.11175480130360524,0.09578455862680825,0.047156815436803994,0.18747760646320807,0.05047683785923567,0.4946277182864174,0.0033200224224316775,0.1403207910264041,0.01574951890014505,0.023930022364641906,36.073607288001256,36.78454072723067,55.39819557305183,73.79268835019138,124.78442676872648,133.56973364335315,56.30943401569897,75.00649565411888,0.42105263157894735,69.77459363021329,112.74468337987814,90.45157844432377,,65.72793349117981,,4.491694155281536,3.7050398736743917,5.776437737299252,6.298723277362673,252.70000000000002,63.763000000000005,30.642,0.48056082681178736,0.2523268698060942,0.3363496224073549,0.12125840918084685,0.17052606975307608,0.13281773973361838,0.8716954069019032,0.03742984743969089,0.36101585310478035,0.3692870313814206,24.439108635742688,0.74,0.5,0.81,1.09,0.8091183121735718,0.14482102439692168,0.15042605509676898,0.06594824347986893,0.18743354176177904,-0.02994304817933319
Household Products,36,0.750649337948773,0.748074690215919,0.1310488203705534,5.728012933090419,5.708366455345911,349.272,289.44400000000013,1.206699741573499,7.234,0.22779999999966094,0.0053128495228211186,0.03463403163273174,1.8467133773836284,0.19329554383164596,0.11158766735800892,0.08170787647363704,10344.671999999997,845.2411819362916,0.31665482696145375,0.11131976787191322,0.20533505908954053,6858.390779593586,1408.2680759870088,0.9950624584664135,0.34821515783398627,0.0819,0.13293679592270216,0.05733,0.004937541533586498,1302.3192999999997,24.6,7.724,-16.876,-0.0016313712024895526,334.643,154.55499999999998,-180.088,-0.32858096840230777,-17.562999999999903,3001.0060000000008,-218.0389999999993,0.212368197172402,10.4,0.0034655045674683747,0.15515145241323383,0.04912945631673078,0.34870325203455343,0.06740278473788251,0.04996428571428572,0.028256521739130437,0.11802222222222222,0.12261666666666667,0.19329554383164596,0.19265514162917802,0.4952484240236571,0.15787626558547072,0.19837713242970126,0.19726023849704238,0.1710370944282975,0.1977380761412222,0.17145140986708882,0.19775606203390278,0.17146939575976938,0.22573108548099463,0.3879072269022211,0.22668620112523147,0.5047515759763429,0.0009551156442368315,0.1621761414212265,0.001116893932658859,0.002478705508404653,41.38451564637896,41.56823494900984,45.22830651140368,58.301021610459316,39.46510725180806,39.63209241141675,45.24265338519287,58.3195152809799,0.2777777777777778,208.038504680008,134.6695119765432,38.97350653706231,54.8151325868498,56.68078117328824,4.622600068502507,11.253330766719158,16.412906455125828,8.96368807756388,8.946195239912193,2551.866000000001,571.7600000000001,528.335,0.9240503008255211,0.22405565182497825,0.21517051662887168,0.20703869247052936,0.20721278633513768,0.004962041821169969,0.7454852997518138,0.006879428164248502,0.34242650302266225,0.34821515783398627,0.6537222884874742,0.4,0.39,0.74,0.79,0.6141298675897546,0.13311035155567597,0.057803879868132915,0.10188534475040102,0.15548575253590816,0.0036011262737572283
Information Services,24,1.2662430714276884,1.2103870978542177,0.1603058017141556,7.898922296558868,7.550488409723826,242.605,190.98800000000006,1.2702630531761154,152.81300000000002,0.8042000000000016,0.05440920836394222,,2.016158684729112,-0.038137724003413385,0.15657066462121538,-0.19470838862462878,2887.456,-562.2119049845161,-0.00756108926627586,0.14941972052669833,-0.15698080979297419,1870.9087873739502,-293.6967764907541,0.9279434078579485,0.39840426839799425,0.0819,0.22060569834737623,0.05733,0.07205659214205151,59.586000000000006,59.794,1052.321,992.5269999999999,0.3437375322775481,286.01500000000004,212.58899999999997,-73.42600000000007,-0.0969010560322644,46.97099999999995,1047.5510000000002,88.18300000000022,0.15983311031533276,0,0,,,0.9991590729960723,-0.03810565296143057,0.03352857142857143,0.06134285714285714,0.2731,0.08533333333333333,-0.038137724003413385,-0.037812589069033176,0.2993057619346938,-0.029193947374490624,0.04628598408981432,-0.005149986121601272,-0.004013869836766128,-0.005085288519526152,-0.00396344489437819,-0.004872088744019524,-0.003750245118871562,0.04118451271444246,0.1299044630650344,0.04163174974662312,0.7006942380653062,0.00044723703218065285,0.08871995035059192,0.05143597021141559,0.007584471993868581,13.82985375150618,13.884216358843526,,,60.73314433779268,61.392666799961056,,,0.16666666666666663,135.29169981425432,43.19248197599192,20.185889330167576,,23.210523195745335,2.7199831870014064,2.406669888120233,3.421213653792213,2.5879276753827956,2.528427066396526,330.8470000000001,77.97,107.334,1.3766063870719507,0.23566784646679576,,0.3244218626736829,,0.0776519252487454,1.147986731928247,0.0933914997585,0.40296798487423224,0.39840426839799425,0.4258925807096228,0.74,0.65,1.32,1.3,1.0552486142855375,0.17195736210565316,0.1926531177087041,0.00533476632991777,0.07180341506698344,0.1864334211989292
Insurance (General),2,1.1226067306894978,1.9957335040810493,0.21710206736183774,5.170870753701675,9.192604788764255,22.009999999999998,20.84,1.0561420345489443,0,0,0.0005902234777783374,,2.0227551020408163,,0.2329848699470861,,,,-0.7426530612244898,0.1324077133330051,-0.875060774557495,979.9999999999999,-857.559559066345,0.42741606512601316,0.43250742291643407,0.0819,0,0.05733,0.5725839348739868,0,0,448,448,-0.24297646165527714,103.52,-23.2,-126.72,-0.039251641680089204,-25.85000000000001,632.63,-56.47000000000003,0.07163498012750104,0,0,,,,,0,-0.0594,0.466,,,,-0.03677546284618877,-0.4419109115673712,-0.3209372950612924,-0.3671492710487817,-0.3671492710487817,-0.3671492710487817,-0.3671492710487817,-0.3671492710487817,-0.3671492710487817,-0.4176966150431317,-0.2421429652423952,-0.4176966150431317,1.0367754628461887,0,0.1755536498007365,0.04621197598748928,0.0032351309085405845,,,,,,,,,1,,,,,,,,13.454365750253595,1.2157090248701004,2.6094940220955456,0,0,11.83,,,,,,1.3396406489895847,1.029923930353233,0.08256034620364294,0.4722917843516927,0.43250742291643407,1.402262197678733,0.68,0.31,1.33,0.04,0.6965213461378996,0.15461178614345594,0.025425011350451495,0.0004232457246632699,0.14200675982444635,-0.04147908994602229
